品牌,名字,abs,冷却系统,汽缸数,图片,排量,价格,口碑
哈雷戴维森,至尊滑翔Cvo Ultra Classic Electra Glide,有,风冷,双缸,http://imgs.jddmoto.com/carport/20200810/20200810103753_67dq.jpg!square300?_1242_1242,1690cc,588000,8.1
哈雷戴维森,CVO Road Glide Custom,无,风冷,双缸,http://file.jddmoto.com/group1/M00/61/50/CngBC1zslW-ANv9rAAGQNtDFPfE368_300.jpg?_1242_1242,1802cc,暂无,暂无
哈雷戴维森,CVO Softail Convertible,无,风冷,未知,http://file.jddmoto.com/group1/M00/57/3A/CngBC1zbcaaAPNeqAAGcy5D9Xyo584_300.jpg?_1242_1242,1803cc,暂无,暂无
哈雷戴维森,Tri Glide Ultra,前后,风冷,双缸,http://imgs.jddmoto.com/carport/20200810/20200810103020_amcw.jpg!square300?_1242_1242,1750cc,590800,9.5
哈雷戴维森,CVO Tri Glide,前后,风冷,双缸,http://imgs.jddmoto.com/square/20210208/20210208150805_pxjd.jpg!square300?_1242_1242,1750cc,797800,暂无
哈雷戴维森,LiveWire,无,未知,未知,http://imgs.jddmoto.com/carport/20200730/20200730185844_vbia.jpg!square300?_1242_1242,未知,暂无,7.8
哈雷戴维森,Dyna Switchback,无,风冷,未知,http://file.jddmoto.com/group1/M00/0E/50/CngBC1x4lF-AJAseAAEc-GjvTto471_300.jpg,"1,690cc",暂无,6.3
哈雷戴维森,XR 1200,无,油冷,双缸,http://file.jddmoto.com/group1/M00/4D/8B/CngBC1zGwumAd_aWAAGvomugyOI059_300.jpg?_1242_1242,1200cc,暂无,暂无
哈雷戴维森,1200L Sportster,无,风冷,未知,http://file.jddmoto.com/group1/M00/55/FD/CngAwFzZPXKAeFIoAAGJXhRF8F0046_300.jpg?_1242_1242,1200cc,暂无,暂无
哈雷戴维森,Cross Bones,无,风冷,未知,http://file.jddmoto.com/group1/M00/55/FD/CngBC1zZO8SAaeNeAAGFuqd08GM918_300.jpg?_1242_1242,1584cc,暂无,暂无
哈雷戴维森,Rocker C,无,风冷,未知,http://file.jddmoto.com/group1/M00/55/FE/CngBC1zZPF2AENlAAAGfK37R4Kg868_300.jpg?_1242_1242,1584cc,暂无,暂无
哈雷戴维森,Street Glide Trike,无,风冷,未知,http://file.jddmoto.com/group1/M00/57/3A/CngBC1zbcU-ASRHkAAFO6oTiojs695_300.jpg?_1242_1242,1690cc,暂无,暂无
哈雷戴维森,Freewheeler,无,未知,未知,http://imgs.jddmoto.com/carport/20200810/20200810102709_d57d.jpg!square300?_1242_1242,1745cc,210000,6.8
哈里威,神驹 500,前后,水冷,双缸,http://imgs.jddmoto.com/square/20210106/20210106112722_lvlt.jpg!square300?_1242_1242,500cc,32800,暂无
哈里威,神驹 312,无,风冷,单缸,http://imgs.jddmoto.com/square/20201020/20201020113534_d293.jpg!square300?_1242_1242,200cc,8800,暂无
哈特佛,CX 125 Cross Over,有,水冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827154118_fyo5.jpg!square300?_1242_1242,125cc,暂无,暂无
哈特佛,HD 125 S,无,风冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827170934_wpxn.jpg!square300?_1242_1242,125cc,暂无,暂无
哈特佛,HD 233 H Classic S,有,风油冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827173239_xo5e.jpg!square300?_1242_1242,250cc,暂无,暂无
哈特佛,UK 450 Retro,有,风油冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827174439_d946.jpg!square300?_1242_1242,450cc,暂无,暂无
哈特佛,VR 150 H Velo Cross,无,风冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827171457_swfi.jpg!square300?_1242_1242,150cc,暂无,暂无
哈特佛,VR 223 H Velo Cross,无,风冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827172727_k81a.jpg!square300?_1242_1242,250cc,暂无,暂无
哈特佛,Vita 300,有,水冷,单缸,http://imgs.jddmoto.com/square/20200827/20200827175521_k9ho.jpg!square300?_1242_1242,300cc,暂无,暂无
海陵,HL250B-D,无,油冷,未知,http://imgs.jddmoto.com/carport/20200807/20200807174032_i3oz.jpg!square300?_1242_1242,226cc,19800,暂无
海陵,HL250B-2D,无,未知,未知,http://imgs.jddmoto.com/carport/20200807/20200807174010_8vib.jpg!square300?_1242_1242,226cc,22800,暂无
海陵,海陵 750,无,风冷,双缸,http://imgs.jddmoto.com/carport/20200807/20200807174054_qqmf.jpg!square300?_1242_1242,750cc,48880,暂无
汉威,Furious 250 NK,前后,水冷,单缸,http://imgs.jddmoto.com/square/20210611/20210611095623_75s5.jpg!square300?_1242_1242,250cc,17980,暂无
汉威,Furious 250 SC,前后,水冷,单缸,http://imgs.jddmoto.com/square/20210611/20210611095719_qigu.jpg!square300?_1242_1242,250cc,19980,暂无
汉威,G 30,前后,水冷,单缸,http://imgs.jddmoto.com/square/20210317/20210317195346_aeiw.jpg!square300?_1242_1242,250cc,23080,暂无
汉威,B 50,前后,水冷,双缸,http://imgs.jddmoto.com/square/20210529/20210529205603_2xjv.jpg!square300?_1242_1242,500cc,0,暂无
汉威,Flash 150 T,无,风冷,单缸,http://imgs.jddmoto.com/square/20210611/20210611095557_8xrs.jpg!square300?_1242_1242,150cc,10800,暂无
豪江,HJ125-2C CG,无,未知,未知,http://file.jddmoto.com/group2/M00/31/96/CngARF14lbWAX8y5AAFlTRKGErw153_300.jpg?_1242_1242,124cc,暂无,暂无
豪江,天虎HJ125-3B,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0B/CngBC1z0yViAfTpmAAApriJusL4153_300.jpg?_300_300,125cc,5680,7.6
豪江,战神,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A5/CngAwFz0ygaADdPFAAAooy_CVtw904_300.jpg?_300_300,125cc,6800,8.4
豪江,烈兽,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A5/CngAwFz0ygaAYD0DAAAnejx3zgY296_300.jpg?_300_300,125cc,7980,7.7
豪江,烈兽三代HJ125-5B,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/D3/CngAwFz07DGAOjj9AAArBrqudPY355_300.jpg?_300_300,125cc,7980,7.8
豪江,劲享HJ125-17,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3C/CngBC1z07DGAPptFAAAtvfC0tzs889_300.jpg?_300_300,125cc,6060,7.5
豪江,劲跑HJ125-11,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3C/CngBC1z07DKAYPKEAAAqpNfYXw8005_300.jpg?_300_300,125cc,5480,7.7
豪江,金丝猫HJ125-20,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/D3/CngAwFz07DKAd0rMAAAqQ6yAE7A195_300.jpg?_300_300,125cc,3890,6.8
豪江,豪钻二代HJ125-16,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/D3/CngAwFz07DKAVb23AAArlmRYHL4546_300.jpg?_300_300,125cc,5980,7.5
豪江,战神二代HJ125-17,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3C/CngBC1z07DKAdYomAAAtDwDYxvw996_300.jpg?_300_300,125cc,6800,8.3
豪江,经典太子HJ125-23A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/01/wKgUEFvZcduAYWsFAAcxbfZMgtk341_300.jpg,125cc,4280,8.5
豪江,金刚二代HJ125-18,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/AA/wKgUEFwbPaWANX73AAFVFDNtTcM908_300.jpg,125cc,暂无,暂无
豪江,劲炫太子HJ150-33,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/92/wKgUEVwbMnSASz0dAAFtlexWLuM843_300.jpg,134cc,暂无,暂无
豪江,铃木王一代HJ125-26,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/93/wKgUEVwbMtGAfpKCAAFks6G3YUc614_300.jpg,134cc,暂无,暂无
豪江,劲动太子HJ125-33,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/AB/wKgUEFwbPeKASzSpAAFfCt6TD28954_300.jpg,134cc,暂无,暂无
豪江,劲酷,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0E/CngBC1z0ygaAPUHnAAAt7bP0qAM080_300.jpg?_300_300,135cc,6980,8.3
豪江,劲驰HJ150-16 ,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/D3/CngAwFz07DKACQGdAAAsL_5Vv3s190_300.jpg?_300_300,150cc,6430,7.5
豪江,炫影,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174856_t2bz.jpg!square300?_1242_1242,150cc,7999,6.5
豪江,HJ150-27TY,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0E/CngBC1z0ygaAcTg9AAAu1siuJYE843_300.jpg?_300_300,150cc,5918,9
豪江,新烈豹HJ150-8B,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/95/wKgUEVwbM9eAEfWLAAFWJNwsui4574_300.jpg,150cc,暂无,暂无
豪江,HJ250-A,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174413_vw98.jpg!square300?_1242_1242,230cc,8999,暂无
豪江,HJ250-C,无,未知,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174729_3kwg.jpg!square300?_1242_1242,230cc,9680,暂无
豪江,天悦,无,未知,未知,http://file.jddmoto.com/group2/M00/31/98/CngARF14lrSAJMEIAAD28cOwck8441_300.jpg?_1242_1242,未知,暂无,暂无
豪江,鬼火HJ100T-16,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174756_oj6x.jpg!square300?_1242_1242,104cc,暂无,暂无
豪江,喜逸HJ100T-23TY,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/94/wKgUEVwbM7CAVzepAAD4Ojif7AY761_300.jpg,104cc,暂无,暂无
豪江,天运HJ100T-18,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/96/wKgUEFwbM4mANeuFAAEh_E1tNwA529_300.jpg,104cc,暂无,暂无
豪江,巧格HJ100T-23,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174830_sacr.jpg!square300?_1242_1242,104cc,4148,8.8
豪江,睿御HJ100T-17,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/93/wKgUEVwbMy2AEBb0AADjtS5B-J0958_300.jpg,104cc,暂无,6.5
豪江,天雅HJ100T-13TY,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/94/wKgUEVwbM2iAeadmAAD0FOsfExw010_300.jpg,104cc,暂无,暂无
豪江,炫致HJ100T-20,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/AC/wKgUEFwbPruAKuZmAAEKCI9rEmM280_300.jpg,104cc,暂无,暂无
豪江,天怡HJ125-13,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/08/CngBC1z0yRSAUud3AAAmWFXa320355_300.jpg?_300_300,125cc,6800,7.5
豪江,劲炫天翎HJ125T-19,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/01/wKgUEFvZcXKAOXqwAAUwDySRYyM960_300.jpg,125cc,4180,7.5
豪江,天使HJ125T-13,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/00/wKgUEVvZciqAVputAAVP_Ygy9cA904_300.jpg,125cc,暂无,7.5
豪江,劲炫天使HJ100T-13,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/93/wKgUEVwbMpmAOOC5AAELNpxwf8U569_300.jpg,125cc,暂无,8.5
豪江,劲炫钻鹰HJ125T-19,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/AB/wKgUEFwbPoKAG_QRAAEkShpj-OA172_300.jpg,125cc,暂无,暂无
豪江,劲炫天致HJ125T-19,无,风冷,单缸,http://file.jddmoto.com/group1/M00/4D/AB/wKgUEFwbPhyAIk4PAAD7ZnezBZQ350_300.jpg,125cc,暂无,8.5
豪江,宇钻,无,未知,未知,http://file.jddmoto.com/group2/M00/31/9A/CngARF14l8SAMjSYAAEbr3YBWp4021_300.jpg?_1242_1242,125cc,暂无,暂无
豪进,新天帝HJ125-9E,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A2/CngAwFz0yVaAD_jtAAAxBcmuhoU423_300.jpg?_300_300,125cc,5180,7.4
豪进,酷爽二代HJ125-22,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/06/wKgUEFvZdheAFiHyAARzh2CRaDs240_300.jpg,125cc,5680,7.6
豪进,酷迪HJ125-20 / HJ150-20A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/04/wKgUEVvZdfiAD3k3AAYIFMBnpbY596_300.jpg,125cc,7900,6.8
豪进,酷鹰HJ125-9F,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/06/wKgUEFvZdW2AXbBVAASOng0atBU010_300.jpg,125cc,8900,7.4
豪进,新时速HJ125-E,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/04/wKgUEVvZdM-ABwv6AAWi0GBbaw8442_300.jpg,125cc,6500,7.8
豪进,超跃 HJ125-4H,无,风冷,单缸,http://file.jddmoto.com/group1/M00/98/A6/CngAwF06xpKABUlBAAFH-6dC0Jc218_300.jpg?_1242_1242,125cc,暂无,暂无
豪进,新飞跃 HJ125-3H,无,风冷,单缸,http://file.jddmoto.com/group1/M00/9C/65/CngAwF0_0oaAXb-dAAFbUKuc8fM800_300.jpg?_1242_1242,125cc,暂无,暂无
豪进,锐界 HJ150-26,无,风冷,单缸,http://file.jddmoto.com/group1/M00/98/A1/CngAwF06wjKARX38AAFmZNWM7Ys263_300.jpg?_1242_1242,150cc,暂无,暂无
豪进,EVO二代 HJ150-15A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/A6/04/CngBC106ylyAYNeMAAFRewrHfZE561_300.jpg?_1242_1242,150cc,暂无,暂无
豪进,靓力HJ100T-9,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/04/wKgUEVvZdRSAOtbuAATFZbJvJHY287_300.jpg,102cc,5900,7.8
豪进,雅力 HJ100T-9,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/0A/wKgUEFvZeQSARZfbAAD7uZaTUnU100_300.jpg,102cc,5900,7.5
豪进,雅冠HJ100T-3H,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/06/wKgUEFvZdVaAIVUDAAR15AFvsAo400_300.jpg,110cc,6900,7.5
豪进,雅冠 HJ100T-3J,无,风冷,单缸,http://file.jddmoto.com/group1/M00/A9/C2/CngBC10_1_GAAsBQAADtTEvju30418_300.jpg?_1242_1242,110cc,暂无,暂无
豪进,心盈三代 HJ100T,无,风冷,单缸,http://file.jddmoto.com/group1/M00/9C/67/CngAwF0_1USAGToqAAD2tJT8hQU916_300.jpg?_1242_1242,112cc,暂无,暂无
豪进,大S hj125t-2g,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/9E/CngAwFz0yP2ATEgdAAD5x0w4y78202_300.jpg?_1242_1242,125cc,5580,8.2
豪进,雅客 HJ125T-2G,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/04/wKgUEVvZddCAJt48AAUbJuyru7o189_300.jpg,125cc,5580,7.8
豪进,风雅HJ125T-3G,无,风冷,单缸,http://file.jddmoto.com/group1/M00/3B/04/wKgUEVvZdOeABmrOAAV0bcGgXkU146_300.jpg,125cc,6200,6.3
豪进,雅梦二代 HJ125T-5C,无,风冷,单缸,http://file.jddmoto.com/group1/M00/A9/C1/CngBC10_1q2AIhGhAAEEuIrjeJY079_300.jpg?_1242_1242,125cc,暂无,暂无
豪进,清雅 HJ110-11A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/9C/6B/CngAwF0_2TKAHT-5AAE3NW1n28o110_300.jpg?_1242_1242,110cc,暂无,暂无
豪爵,DR 150,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200806/20200806100735_8fls.jpg!square300?_1242_1242,150cc,12780,8.5
豪爵,DF 150,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200806/20200806100648_xemx.jpeg!square300?_1242_1242,150cc,9480,8.6
豪爵,DR 160,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200806/20200806100935_djil.jpg!square300?_1242_1242,160cc,13280,8.2
豪爵,DR 250,前后,水冷,双缸,http://imgs.jddmoto.com/square/20210630/20210630150208_h7pp.jpg!square300?_1242_1242,250cc,29680,暂无
豪爵,DR 300,前后,水冷,双缸,http://imgs.jddmoto.com/square/20210630/20210630150228_j9vf.jpg!square300?_1242_1242,300cc,33080,8.3
豪爵,TR150ES,无,风冷,单缸,http://imgs.jddmoto.com/square/20210311/20210311172023_qlg7.jpg!square300?_1242_1242,150cc,11280,8.5
豪爵,TR150/S HJ150-16/A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/00/CngBC1z0xSOAY5oGAAAtA2LfayY362_300.jpg?_300_300,150cc,9880,8
豪爵,悦酷 GZ 150-E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200806/20200806101458_6b94.jpg!square300?_1242_1242,150cc,12300,7.7
豪爵,TR150E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175907_kvp4.jpg!square300?_1242_1242,150cc,11680,9
豪爵,TR 300,无,水冷,双缸,http://imgs.jddmoto.com/square/20210721/20210721170951_ggt5.jpg!square300?_1242_1242,300cc,暂无,暂无
豪爵,NK150,单前,风冷,单缸,http://imgs.jddmoto.com/square/20210722/20210722150956_wjue.jpg!square300?_1242_1242,150cc,12880,9
豪爵,新喜之星 100,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807183142_2wo4.jpg!square300?_1242_1242,100cc,暂无,暂无
豪爵,VN100 HJ100T-6A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/96/CngAwFz0xRmARuT9AAAgeBJPPdc142_300.jpg?_300_300,100cc,6580,7.5
豪爵,喜之星HJ100T-7M,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3B/CngBC1z07CmAOctEAAAoW4NzxY0322_300.jpg?_300_300,100cc,6070,8.3
豪爵,VF100 HJ100T-8,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/08/CngBC1z0ySeACAOVAAAihQ7QLdo510_300.jpg?_300_300,102cc,6400,8.1
豪爵,VF100E HJ100T-8C,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807180231_5l54.jpg!square300?_1242_1242,102cc,6580,暂无
豪爵,VN100E HJ100T-6C,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182448_vt5o.jpg!square300?_1242_1242,102cc,暂无,暂无
豪爵,VM100E HJ100T-5C,无,风冷,单缸,http://file.jddmoto.com/group1/M00/49/FD/wKgUEFwRyDaAQAStAAEFHt0H60o661_300.jpg,102cc,暂无,暂无
豪爵,炫迪HJ110-3,无,风冷,单缸,http://file.jddmoto.com/group1/M00/67/FF/CngBC1z0xRaAK4iKAAAqpMJ5_zo838_300.jpg?_300_300,110cc,6080,8.2
豪爵,灵迪ER HJ125T-18G,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807183108_axj9.jpg!square300?_1242_1242,124cc,8780,暂无
豪爵,宇钻 E 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184709_gkpo.jpg!square300?_1242_1242,124cc,7580,暂无
豪爵,海王星 E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182848_x6wc.jpg!square300?_1242_1242,124cc,9780,9.2
豪爵,UCR 125,无,风冷,单缸,http://imgs.jddmoto.com/square/20210706/20210706113210_ee1x.jpg!square300?_1242_1242,125cc,9480,6.3
豪爵,USR 125 ,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200806/20200806101432_3cn7.jpg!square300?_1242_1242,125cc,8980,8.3
豪爵,M-Boy,无,风冷,单缸,http://imgs.jddmoto.com/square/20201105/20201105172933_7yhd.jpg!square300?_1242_1242,125cc,8580,暂无
豪爵,M-Girl,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200507/20200507091309_q8jk.jpg!square300?_1242_1242,125cc,8580,暂无
豪爵,VF 125,无,风冷,单缸,http://imgs.jddmoto.com/square/20210302/20210302182834_248z.jpg!square300?_1242_1242,125cc,5880,暂无
豪爵,红宝UM125T-E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182959_bw6s.jpg!square300?_1242_1242,125cc,8980,7.7
豪爵,VR125E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182552_g1hq.jpg!square300?_1242_1242,125cc,9880,7.3
豪爵,VH 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182405_99x1.jpg!square300?_1242_1242,125cc,7880,9
豪爵,Eagle 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175357_roye.jpg!square300?_1242_1242,125cc,7980,8.5
豪爵,Super Eagle 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175823_cv2f.jpg!square300?_1242_1242,125cc,8980,暂无
豪爵,VS125E HJ125TA-22,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182745_fc6v.jpg!square300?_1242_1242,125cc,8580,8.1
豪爵,天玉UZ125T-A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/06/CngBC1z0yN-AOnmdAAAk-oAwEyM196_300.jpg?_300_300,125cc,8891,9.3
豪爵,天鹰HJ125T-16D,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/9D/CngAwFz0yN-ABX7LAAAkq8jTrng958_300.jpg?_300_300,125cc,8398,9.3
豪爵,宇钻HJ125T-10,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/06/CngBC1z0yN-AALOqAAAjVeZzmA0043_300.jpg?_300_300,125cc,7880,7.5
豪爵,新天玉 UZ 125,无,风冷,单缸,http://file.jddmoto.com/group1/M00/AA/0C/CngBC11ABJeANg1AAAEq2iWkJ2k766_300.jpg?_1242_1242,125cc,7580,7.5
豪爵,灵迪HJ125T-18,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/08/CngBC1z0ySeAK_O9AAAlEp3xsi0842_300.jpg?_300_300,125cc,7300,9.1
豪爵,鹰钻HJ125T-10E,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/08/CngBC1z0ySeAdwF9AAAnP53KYrw084_300.jpg?_300_300,125cc,7000,8.8
豪爵,悦星HJ125T-9D,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184745_p26r.jpg!square300?_1242_1242,125cc,5140,8.3
豪爵,天鹰HJ125T-16E,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3B/CngBC1z07CiAbaEcAAERafXkKYc737_300.jpg?_1242_1242,125cc,8398,暂无
豪爵,VE 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807180152_868t.jpg!square300?_1242_1242,125cc,8780,8.5
豪爵,灵迪EQ HJ125T-18H,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807183033_nzko.jpg!square300?_1242_1242,125cc,8680,暂无
豪爵,鹰钻E HJ125T-10K,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184641_esiw.jpg!square300?_1242_1242,125cc,7980,暂无
豪爵,新悦星 125,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184457_6s4c.jpg!square300?_1242_1242,125cc,6280,8.6
豪爵,HJ125T-27,无,风冷,单缸,http://imgs.jddmoto.com/square/20210714/20210714175230_g5i5.jpg!square300?_1242_1242,125cc,0,暂无
豪爵,VR 150 E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182628_gec3.jpg!square300?_1242_1242,150cc,9780,8.8
豪爵,海王星 UA 150T,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807182921_zqs7.jpg!square300?_1242_1242,150cc,8180,8.8
豪爵,VR150 HJ150T-19,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/3B/CngBC1z07CCAbGr5AAAm3r8Gbr8895_300.jpg?_300_300,150cc,9450,8.6
豪爵,DK125S HJ125-30A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A7/CngAwFz0yjKAQnmtAAAtiAiMz7w131_300.jpg?_300_300,未知,7308,8.4
豪爵,UG110S HJ110-8,无,风冷,单缸,http://file.jddmoto.com/group2/M00/5F/FD/CngAEl2f9LKAXwUSAAExm2PkPsw893_300.jpg?_1242_1242,110cc,暂无,暂无
豪爵,悦帅GD110,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A3/CngAwFz0yXSAZNxzAAAnuVYW7jM571_300.jpg?_300_300,112cc,5682,8.2
豪爵,HJ125-8V,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175725_fspx.jpg!square300?_1242_1242,124cc,6180,7.3
豪爵,HJ125-8R,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175612_mtbz.jpg!square300?_1242_1242,124cc,暂无,8.3
豪爵,DH125E ,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807174943_i5w8.jpg!square300?_1242_1242,124cc,6647,8.5
豪爵,GN125-3F,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175517_vzjn.jpg!square300?_1242_1242,124cc,8480,暂无
豪爵,GN125-3,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807175448_v8ia.jpg!square300?_1242_1242,124cc,7980,暂无
豪爵,银豹HJ125-7N,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184559_79l4.jpg!square300?_1242_1242,125cc,5280,8.1
豪爵,翼爽DM125E,无,风冷,单缸,http://imgs.jddmoto.com/carport/20200807/20200807184531_3cwx.jpg!square300?_1242_1242,125cc,6780,7.3
豪爵,宝逸 HJ125-18C,无,风冷,单缸,http://file.jddmoto.com/group1/M00/9C/87/CngAwF0_6YOALO16AAFTg82Tw24133_300.jpg?_1242_1242,125cc,7180,暂无
豪爵,骊爽HJ125-19,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A1/CngAwFz0yVGAFdrMAAAu1UB1Hl8741_300.jpg?_300_300,125cc,6336,9
豪爵,超级骊爽HJ125-20,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0A/CngBC1z0yVKADr7mAAAvJ17F9j4519_300.jpg?_300_300,125cc,7495,7.9
豪爵,钻豹HJ125K-3A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A2/CngAwFz0yVmAPvOiAAAu3HXY9c8306_300.jpg?_300_300,125cc,7049,8.5
豪爵,锐爽EN125-2E,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A2/CngAwFz0yVqAcVxlAAAvaSUPlbU082_300.jpg?_300_300,125cc,8000,8.1
豪爵,锐爽EN125-2F,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0B/CngBC1z0yV6AUjk4AAArz3MdXgE561_300.jpg?_300_300,125cc,6972,8.2
豪爵,钻豹HJ125K-2A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A2/CngAwFz0yV6AQP8jAAAvQH_WOK8897_300.jpg?_300_300,125cc,6387,8.1
豪爵,银豹HJ125-7F,无,风冷,单缸,http://file.jddmoto.com/group1/M00/5A/A2/CngAwFz0yV6AUW6mAAAwyJ_062w820_300.jpg?_300_300,125cc,5580,8.9
豪爵,银豹HJ125-7D,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0B/CngBC1z0yV-AJOopAAApxpQ2vD8533_300.jpg?_300_300,125cc,5280,7.4
豪爵,钻豹HJ125K-A,无,风冷,单缸,http://file.jddmoto.com/group1/M00/68/0C/CngBC1z0yW-ABLpiAAAqmyMqOGg376_300.jpg?_300_300,125cc,6480,7.9
